"usid","issue"
"470US856",10440
"470US869",80100
"470US904",10170
"471US1",10050
"471US34",80010
"471US48",80010
"471US82",60010
"471US83",30170
"471US84",40070
"471US130",10600
"471US146",10060
"471US153",110010
"471US154",90130
"471US159",50040
"471US195",20150
"471US202",100020
"471US222",20010
"471US234",60010
"471US261",20400
"471US290",70040
"471US307",10220
"471US343",80030
"471US359",20210
"471US375",100010
"471US386",10060
"471US409",10270
"471US419",10450
"471US444",20110
"471US453",10030
"471US459",90340
"471US462",40060
"471US491",40040
"471US524",20190
"471US539",80190
"471US606",40040
"471US626",60020
"471US681",80120
"471US701",80120
"471US707",100030
"471US724",100030
"471US759",20160
"471US773",10170
"471US808",20400
"471US845",90320
"471US858",10570
"472US1",80130
"472US14",80100
"472US38",30180
"472US115",40010
"472US159",80020
"472US181",80130
"472US237",20150
"472US284",80010
"472US299",80130
"472US320",10130
"472US353",20060
"472US372",10130
"472US400",20060
"472US424",90380
"472US445",40040
"472US463",10050
"472US479",30030
"472US491",30190
"472US511",80060
"472US559",80090
"472US585",80010
"472US612",20220
"472US634",60030
"472US648",40030
"472US675",30150
"472US703",30170
"472US713",120010
"472US749",30030
"472US797",40060
"472US846",90330
"473US1",60010
"473US52",80060
"473US61",70020
"473US95",70060
"473US134",80090
"473US159",60010
"473US172",40070
"473US207",10570
"473US234",100120
"473US305",60010
"473US373",30180
"473US402",30180
"473US432",80150
"473US479",10450
"473US531",10050
"473US568",80160
"473US606",10450
"473US614",80160
"473US667",10160
"473US716",10330
"473US753",20160
"473US788",30010
"474US3",70050
"474US9",20160
"474US15",10270
"474US25",10010
"474US28",10170
"474US34",90320
"474US52",10030
"474US64",20180
"474US82",10170
"474US104",10020
"474US120",90130
"474US121",80130
"474US140",10350
"474US159",10120
"474US193",80060
"474US214",40020
"474US231",10590
"474US242",10590
"474US254",20040
"474US284",10090
"474US302",10590
"474US327",20400
"474US344",20400
"474US361",90120
"474US376",10130
"474US409",100030
"474US438",10370
"474US481",30180
"474US494",80030
"474US518",90090
"475US1",30020
"475US41",30190
"475US66",10370
"475US89",100010
"475US106",10060
"475US134",10170
"475US157",10120
"475US192",70100
"475US211",40070
"475US237",10170
"475US260",80010
"475US282",100030
"475US292",70030
"475US312",10140
"475US335",20400
"475US355",100030
"475US387",10270
"475US412",10100
"475US469",20400
"475US503",30160
"475US534",30170
"475US560",10190
"475US574",80010
"475US608",100030
"475US625",10120
"475US643",70010
"475US657",90120
"475US673",10270
"475US709",90330
"475US717",60010
"475US767",30030
"475US791",90150
"475US796",20400
"475US809",80180
"475US813",40050
"475US834",120010
"475US851",120010
"475US868",30190
"476US1",10130
"476US16",10390
"476US19",90150
"476US28",10230
"476US54",90240
"476US79",20040
"476US140",10170
"476US147",10170
"476US162",10250
"476US207",10050
"476US227",10050
"476US253",90120
"476US267",20070
"476US321",10590
"476US340",20180
"476US355",100030
"476US380",90180
"476US409",80010
"476US426",80350
"476US447",80010
"476US467",20210
"476US488",30010
"476US498",20160
"476US530",10270
"476US558",120020
"476US573",80110
"476US593",120010
"476US610",20210
"476US667",90120
"476US683",10010
"476US693",30160
"476US734",20150
"476US747",50020
"476US834",20150
"476US852",20200
"476US858",80070
"476US877",20160
"476US898",20220
"476US926",40070
"476US953",100030
"476US974",90120
"477US1",100030
"477US21",90110
"477US41",40070
"477US57",20140
"477US79",40010
"477US105",120010
"477US131",80110
"477US154",20190
"477US168",10250
"477US207",80050
"477US242",30030
"477US274",90240
"477US299",20400
"477US317",90110
"477US340",40070
"477US365",10120
"477US399",10130
"477US436",10120
"477US478",10020
"477US527",10020
"477US556",90130
"477US561",60010
"477US597",20210
"477US619",90030
"477US635",20180
"477US648",10270
"478US1",30010
"478US30",20020
"478US109",20090
"478US186",50010
"478US221",80130
"478US251",90110
"478US255",10040
"478US265",20050
"478US310",60010
"478US328",30020
"478US364",10090
"478US385",20060
"478US421",20070
"478US501",20070
"478US546",60010
"478US570",10220
"478US597",80060
"478US621",100030
"478US647",80120
"478US675",30010
"478US697",30010
"478US714",130020
"478US788",20060
"478US804",90400
"478US833",90120
"479US1",100120
"479US6",60010
"479US27",120010
"479US36",80030
"479US60",20060
"479US85",20110
"479US92",30190
"479US104",80020
"479US130",80100
"479US157",10010
"479US189",20030
"479US208",20030
"479US238",30140
"479US272",20140
"479US305",100130
"479US314",10040
"479US335",80010
"479US361",90130
"479US367",10060
"479US388",80120
"479US418",90290
"479US462",20020
"479US481",100030
"479US511",20140
"479US523",10100
"479US538",10220
"479US564",10010
"480US1",90110
"480US9",90090
"480US23",120010
"480US39",10160
"480US79",10050
"480US102",40060
"480US123",80100
"480US136",30160
"480US149",20070
"480US202",20160
"480US228",40010
"480US245",40070
"480US257",20400
"480US273",20210
"480US294",10050
"480US321",10050
"480US340",10050
"480US370",90380
"480US386",20400
"480US421",20110
"480US470",40070
"480US522",10570
"480US527",10040
"480US531",80130
"480US557",80050
"480US572",80130
"480US616",20070
"480US678",130010
"480US700",40070
"480US709",10050
"481US1",90090
"481US35",70060
"481US41",100020
"481US58",100020
"481US69",80110
"481US102",10370
"481US129",90040
"481US137",10130
"481US186",10270
"481US200",10270
"481US221",80100
"481US239",120010
"481US252",40020
"481US279",10130
"481US368",20190
"481US393",10130
"481US400",10170
"481US412",10580
"481US429",70150
"481US454",80100
"481US465",30010
"481US497",30190
"481US520",10100
"481US537",20130
"481US551",20320
"481US573",70060
"481US604",20400
"481US615",20400
"481US619",100070
"481US648",10250
"481US681",80060
"481US704",40070
"481US735",NA
"481US736",10360
"481US739",40040
"481US770",10020
"481US787",10080
"481US828",20110
"481US851",100020
"482US1",100030
"482US27",70070
"482US64",90330
"482US78",30010
"482US124",110020
"482US137",20190
"482US182",80100
"482US193",100010
"482US220",80160
"482US270",90120
"482US304",40070
"482US342",30160
"482US369",40040
"482US386",100020
"482US400",10320
"482US423",10180
"482US437",90110
"482US451",30150
"482US483",100030
"482US496",10130
"482US522",50040
"482US569",30010
"482US578",30180
"482US641",20220
"482US656",20400
"482US691",10050
"482US730",10270
"482US755",60010
"483US1",10170
"483US27",70040
"483US44",10270
"483US66",10130
"483US89",120010
"483US107",10370
"483US143",10350
"483US171",10370
"483US203",100120
"483US219",10320
"483US232",80100
"483US266",80100
"483US307",10050
"483US327",30170
"483US350",80140
"483US378",30010
"483US402",10250
"483US435",20240
"483US468",80060
"483US522",30010
"483US574",40010
"483US587",20180
"483US635",80060
"483US669",80060
"483US711",60010
"483US756",10100
"483US776",10120
"483US825",40070
"483US868",10050
"484US3",90330
"484US19",10450
"484US29",70010
"484US49",80130
"484US72",90240
"484US97",40060
"484US112",90120
"484US135",80040
"484US171",50020
"484US174",90290
"484US193",90090
"484US211",10040
"484US219",20400
"484US231",10130
"484US260",30010
"484US292",80060
"484US301",90110
"484US305",20210
"484US343",90320
"484US365",80030
"484US383",90220
"484US400",10270
"484US439",80050
"484US469",130020
"484US495",90120
"484US518",30120
"484US539",80090
"484US554",10270
"485US1",40070
"485US25",10090
"485US46",30030
"485US58",10300
"485US80",40020
"485US88",100040
"485US94",20110
"485US112",20400
"485US175",70080
"485US176",80200
"485US197",80030
"485US212",120010
"485US224",80120
"485US265",90110
"485US271",90380
"485US293",100030
"485US312",30150
"485US340",120010
"485US351",120010
"485US360",20180
"485US386",90130
"485US388",110030
"485US395",100120
"485US399",90120
"485US409",70070
"485US415",20190
"485US439",30160
"485US478",40020
"485US495",100030
"485US505",100060
"485US535",20250
"485US568",70090
"485US589",70090
"485US624",10080
"485US652",70170
"485US660",30160
"485US681",10370
"485US693",90170
"485US717",80010
"485US759",20280
"485US617",90520
"486US1",10160
"486US24",80100
"486US35",10050
"486US57",100030
"486US71",80070
"486US94",80010
"486US107",20060
"486US128",70040
"486US140",80050
"486US153",10120
"486US174",80050
"486US196",90380
"486US214",10020
"486US230",40020
"486US249",10120
"486US269",80100
"486US281",80200
"486US330",80050
"486US356",10130
"486US367",10130
"486US399",100020
"486US414",30010
"486US429",20330
"486US456",20200
"486US466",60020
"486US492",80010
"486US517",90380
"486US531",80060
"486US549",20400
"486US567",10050
"486US578",10130
"486US592",30120
"486US622",80120
"486US663",80280
"486US675",10100
"486US694",40060
"486US717",40060
"486US750",30010
"486US800",90330
"486US825",100030
"486US847",40050
"486US875",20270
"486US888",40060
"487US1",20130
"487US22",90140
"487US42",20400
"487US59",20220
"487US72",90320
"487US81",10250
"487US99",10090
"487US131",100030
"487US164",10130
"487US201",10090
"487US223",20140
"487US250",10360
"487US266",10350
"487US285",10120
"487US312",90110
"487US326",10590
"487US354",80280
"487US392",80060
"487US412",80060
"487US450",20180
"487US474",30010
"487US500",80060
"487US533",10050
"487US552",60010
"487US589",30170
"487US654",130020
"487US735",70030
"487US781",30010
"487US815",10130
"487US879",90320
"487US931",10570
"487US977",20060
"487US1012",10270
"488US1",60010
"488US9",10100
"488US19",100030
"488US33",10170
"488US51",40010
"488US75",20330
"488US93",30120
"488US105",20210
"488US153",90110
"488US179",40030
"488US204",90120
"488US227",10270
"488US235",20400
"488US252",80100
"488US272",10120
"488US299",40070
"488US319",70060
"488US336",80100
"488US347",70060
"488US361",130020
"488US428",90400
"488US445",10050
"488US469",20070
"488US563",10170
"489US1",30170
"489US46",30190
"489US87",60010
"489US101",80090
"489US121",90020
"489US141",100120
"489US169",90110
"489US180",20390
"489US189",20170
"489US214",30010
"489US235",120030
"489US255",10020
"489US288",10020
"489US346",10020
"489US353",130020
"489US378",20400
"489US401",10020
"489US426",70080
"489US468",100030
"489US493",80110
"489US527",90290
"489US538",10580
"489US546",20220
"489US561",90090
"489US593",10060
"489US602",10050
"489US656",10050
"489US688",20090
"489US705",10450
"489US726",120010
"489US749",50040
"489US782",60010
"489US794",90380
"489US803",100110
"489US829",30160
"489US836",10020
"489US838",100020
"490US1",10050
"490US19",30010
"490US30",20160
"490US66",80100
"490US89",20350
"490US93",100030
"490US107",80090
"490US122",80070
"490US153",90130
"490US163",20160
"490US212",80310
"490US225",90130
"490US228",20140
"490US296",20320
"490US319",20390
"490US332",80130
"490US360",80130
"490US386",20400
"490US401",30010
"490US435",10170
"490US454",40040
"490US477",80120
"490US488",10020
"490US495",90380
"490US504",90110
"490US536",20400
"490US545",80060
"490US581",100030
"490US605",90260
"490US638",10130
"490US642",20060
"490US680",120020
"490US714",80090
"490US730",80190
"490US755",20070
"490US794",10170
"490US805",10130
"490US826",90330
"490US844",100060
"490US858",10360
"490US877",60010
"490US900",20060
"490US920",NA
"491US1",100090
"491US58",20400
"491US95",20090
"491US110",40010
"491US164",20060
"491US223",20210
"491US244",120010
"491US263",10220
"491US274",60010
"491US299",70190
"491US324",80110
"491US350",90090
"491US376",10170
"491US397",30150
"491US440",50040
"491US490",70070
"491US524",30040
"491US554",10160
"491US576",30190
"491US600",10120
"491US617",10120
"491US657",30030
"491US701",20400
"491US754",60010
"491US781",30010
"492US1",20320
"492US33",10580
"492US96",80030
"492US115",30200
"492US136",50040
"492US158",20060
"492US195",10100
"492US229",10430
"492US257",80080
"492US302",10130
"492US361",10130
"492US408",20160
"492US469",30020
"492US490",50020
"492US573",30170
"492US680",10120
"493US6",80050
"493US20",80130
"493US40",80050
"493US52",40070
"493US67",70060
"493US103",20400
"493US120",90110
"493US132",120010
"493US146",50040
"493US165",90320
"493US182",30010
"493US203",120010
"493US215",30010
"493US265",90320
"493US307",10050
"493US331",90090
"493US342",10170
"493US365",70180
"493US378",30160
"493US400",90490
"493US411",30150
"493US455",100020
"493US474",10230
"493US521",20190
"493US549",10090
"494US1",40070
"494US26",90120
"494US56",80120
"494US83",20190
"494US108",90390
"494US113",20400
"494US152",80140
"494US185",90320
"494US210",40040
"494US259",10050
"494US299",10130
"494US325",10050
"494US344",10120
"494US370",10130
"494US407",10020
"494US433",10130
"494US472",90130
"494US484",10020
"494US516",90140
"494US541",10050
"494US545",10580
"494US558",10580
"494US596",120010
"494US624",30010
"494US638",100030
"494US652",30140
"494US715",60010
"494US738",10130
"494US775",70070
"494US820",100020
"494US827",80070
"494US872",30160
"494US922",70070
"495US1",10060
"495US14",10050
"495US33",20050
"495US82",60010
"495US91",10050
"495US103",30190
"495US149",90240
"495US182",20400
"495US207",80190
"495US271",80020
"495US299",80060
"495US320",10130
"495US328",80010
"495US362",100020
"495US385",120040
"495US411",10570
"495US423",100050
"495US472",120020
"495US490",100030
"495US508",10170
"495US545",80030
"495US552",80030
"495US575",10560
"495US604",40060
"495US641",70070
"495US660",90200
"495US676",20150
"495US711",10410
"495US731",90240
"496US1",30010
"496US18",80100
"496US53",120030
"496US72",100030
"496US91",60020
"496US128",10050
"496US154",60010
"496US167",80100
"496US226",30180
"496US292",10100
"496US310",30150
"496US325",10060
"496US334",100130
"496US356",100120
"496US384",90110
"496US414",80060
"496US444",10060
"496US478",20190
"496US498",90280
"496US530",80130
"496US543",80010
"496US582",10100
"496US617",90380
"496US633",80090
"497US1",30030
"497US37",10180
"497US62",30010
"497US116",90120
"497US154",120010
"497US177",10050
"497US199",80010
"497US227",10020
"497US261",50030
"497US358",80050
"497US376",110010
"497US417",50020
"497US502",50020
"497US543",10280
"497US547",20070
"497US639",10130
"497US720",30010
"497US764",10130
"497US805",10270
"497US836",10270
"497US871",90240
"497US916",80100
"497US922",80100
"498US1",10130
"498US5",90110
"498US9",100040
"498US16",100040
"498US19",80050
"498US39",10220
"498US42",10580
"498US46",80010
"498US52",100030
"498US73",80270
"498US89",90480
"498US103",10450
"498US133",100030
"498US146",10100
"498US168",70080
"498US177",20390
"498US184",10360
"498US192",10490
"498US211",90120
"498US237",20050
"498US269",90380
"498US279",80030
"498US292",10160
"498US308",10130
"498US335",10360
"498US336",90150
"498US337",80070
"498US358",80100
"498US395",10510
"498US411",90010
"498US426",90320
"498US430",10310
"498US433",10020
"498US439",20400
"498US466",70060
"498US479",90120
"498US505",20160
"498US517",90280
"498US533",90110
"499US1",80080
"499US65",70060
"499US83",60010
"499US117",80220
"499US144",70050
"499US160",80060
"499US187",20140
"499US225",90330
"499US244",20060
"499US279",10010
"499US315",80060
"499US340",80190
"499US365",80010
"499US400",20040
"499US432",60010
"499US439",30010
"499US467",10020
"499US530",80070
"499US554",120010
"499US573",120010
"499US585",80050
"499US606",70070
"499US621",10050
"500US1",20060
"500US16",20360
"500US20",70010
"500US44",10050
"500US72",90210
"500US90",80120
"500US110",10130
"500US136",40040
"500US145",10270
"500US160",10510
"500US173",50020
"500US226",80060
"500US248",10060
"500US257",80140
"500US291",80070
"500US305",80030
"500US322",80010
"500US344",10560
"500US352",20040
"500US380",110010
"500US391",10220
"500US415",10230
"500US453",10510
"500US478",20400
"500US507",70030
"500US565",10060
"500US603",90400
"500US614",20040
"500US646",20020
"501US1",20100
"501US32",90320
"501US78",80030
"501US89",90380
"501US104",20060
"501US115",90280
"501US129",10370
"501US157",80030
"501US171",10120
"501US190",70010
"501US221",110020
"501US252",130020
"501US294",10140
"501US312",90260
"501US350",80120
"501US380",20020
"501US419",20020
"501US429",10060
"501US452",20060
"501US496",30030
"501US529",100110
"501US560",30190
"501US597",100030
"501US624",40010
"501US663",30010
"501US680",90120
"501US722",10020
"501US775",80060
"501US797",10020
"501US808",10130
"501US868",130020
"501US923",10360
"501US957",10140
"501US1030",30010
"501US1083",80120
"502US1",10350
"502US9",20400
"502US16",20360
"502US21",20400
"502US32",90320
"502US46",40010
"502US62",10220
"502US81",80050
"502US93",10580
"502US104",90150
"502US105",30010
"502US129",60010
"502US151",80030
"502US164",50040
"502US183",20110
"502US197",80060
"502US215",20240
"502US224",80060
"502US236",10130
"502US244",90110
"502US251",20160
"502US279",20030
"502US301",80060
"502US314",10470
"502US346",10270
"502US367",40040
"502US410",80030
"502US437",90240
"502US478",20110
"502US491",20020
"502US527",70090
"503US1",10140
"503US30",80030
"503US60",20130
"503US79",120020
"503US91",80130
"503US115",20400
"503US131",90110
"503US140",90090
"503US159",30010
"503US181",80110
"503US193",10570
"503US222",10020
"503US249",90380
"503US257",90150
"503US258",90280
"503US291",20170
"503US318",80090
"503US329",10360
"503US347",90290
"503US378",10170
"503US393",80030
"503US407",90120
"503US429",80130
"503US442",20090
"503US467",20050
"503US519",40070
"503US540",10300
"503US562",90020
"503US569",100010
"503US594",100060
"503US607",80060
"503US638",80030
"503US653",10130
"504US1",10020
"504US25",20350
"504US36",10330
"504US71",40010
"504US127",10190
"504US158",20400
"504US181",10560
"504US188",10340
"504US191",30010
"504US229",120010
"504US255",80140
"504US298",80100
"504US334",80100
"504US353",80110
"504US374",100030
"504US428",20030
"504US451",80010
"504US505",120010
"504US527",10130
"504US555",90220
"504US607",90320
"504US621",80010
"504US648",90140
"504US655",10360
"504US689",20170
"504US719",10250
"504US753",80030
"504US768",80100
"505US1",80100
"505US42",20040
"505US71",80100
"505US88",80130
"505US123",30010
"505US144",100090
"505US214",80100
"505US247",90320
"505US277",10020
"505US317",10330
"505US333",10020
"505US377",30150
"505US437",40010
"505US469",80070
"505US504",100020
"505US557",60010
"505US577",30170
"505US647",10590
"505US672",30010
"505US717",20050
"505US763",80200
"505US788",90120
"505US833",50020
"505US1003",40070
"505US1079",10130
"506US1",20360
"506US5",90150
"506US9",90130
"506US20",10030
"506US40",10130
"506US56",10050
"506US73",90370
"506US80",90340
"506US103",60010
"506US125",100030
"506US139",90380
"506US168",120020
"506US194",20390
"506US224",90250
"506US255",10370
"506US263",20400
"506US357",10020
"506US364",10120
"506US390",10020
"506US447",80010
"506US461",10020
"506US523",120010
"506US534",10370
"506US546",120010
"507US7",110010
"507US25",90010
"507US43",10560
"507US60",80100
"507US87",10560
"507US99",20160
"507US111",10510
"507US146",20090
"507US163",20400
"507US170",80070
"507US197",80060
"507US218",100030
"507US234",10320
"507US258",90120
"507US272",10130
"507US290",20390
"507US292",20110
"507US349",80060
"507US380",80030
"507US410",30020
"507US463",10130
"507US490",110020
"507US511",20240
"507US529",100130
"507US546",120010
"507US584",110020
"507US604",20060
"507US619",10020
"507US658",100020
"507US680",10020
"507US725",10370
"507US746",90290
"507US761",30020
"508US1",100030
"508US22",70040
"508US36",10560
"508US49",80010
"508US77",10060
"508US83",90130
"508US106",90090
"508US114",20160
"508US129",10570
"508US147",30010
"508US152",120010
"508US165",50040
"508US182",90120
"508US200",90360
"508US223",10440
"508US248",80090
"508US275",10220
"508US286",80120
"508US307",80330
"508US324",80030
"508US333",10020
"508US366",10050
"508US384",30160
"508US402",90120
"508US429",80070
"508US439",90120
"508US464",80030
"508US476",30010
"508US491",100030
"508US520",30160
"508US581",70180
"508US602",80090
"508US656",90130
"508US679",20160
"509US1",30180
"509US25",10140
"509US43",90310
"509US86",100060
"509US137",90090
"509US155",20110
"509US209",80010
"509US259",20400
"509US292",60010
"509US312",40010
"509US350",10130
"509US389",10030
"509US418",30020
"509US443",80080
"509US502",20060
"509US544",30200
"509US579",90090
"509US602",10140
"509US630",20090
"509US688",10170
"509US764",80010
"510US132",10360
"510US135",10490
"510US163",20240
"510US200",90320
"510US222",10170
"510US249",50020
"510US266",20400
"510US317",90120
"510US332",80100
"510US355",100030
"510US383",10020
"510US399",20160
"510US443",100020
"510US471",80060
"510US487",50040
"510US517",60010
"510US540",40050
"510US569",80190
"511US1",10220
"511US39",10570
"511US79",10040
"511US93",80100
"511US117",90150
"511US127",20130
"511US164",80120
"511US202",80070
"511US224",120020
"511US244",20060
"511US298",20060
"511US318",10100
"511US350",10350
"511US364",20360
"511US368",10440
"511US375",90320
"511US383",80110
"511US431",80240
"511US462",90120
"511US485",10570
"511US513",10510
"511US531",80030
"511US571",70200
"511US600",10440
"511US641",80100
"511US661",30010
"511US700",80130
"511US738",10120
"511US767",10170
"511US809",80130
"511US825",10140
"511US863",90380
"512US1",10130
"512US26",120010
"512US43",30010
"512US61",20160
"512US79",100030
"512US92",80070
"512US107",100030
"512US136",60020
"512US154",10220
"512US186",80060
"512US218",80340
"512US246",100020
"512US267",80040
"512US298",80100
"512US339",10020
"512US374",40070
"512US415",80080
"512US452",10100
"512US477",20400
"512US504",90120
"512US532",80050
"512US573",10220
"512US594",10370
"512US622",30010
"512US687",30180
"512US753",50020
"512US821",10080
"512US849",10020
"512US874",20020
"512US967",10130
"512US997",20020
"513US10",10400
"513US18",90340
"513US30",80060
"513US64",30200
"513US88",90510
"513US106",80100
"513US115",20250
"513US123",100060
"513US138",90120
"513US150",10370
"513US179",80180
"513US196",10370
"513US219",100030
"513US251",90120
"513US265",100030
"513US298",10020
"513US352",20140
"513US374",30010
"513US414",80090
"513US432",10020
"513US454",30010
"513US504",10130
"513US527",90320
"513US557",90250
"513US561",80120
"514US1",10060
"514US35",90330
"514US52",80050
"514US73",80090
"514US87",90120
"514US115",10020
"514US122",90280
"514US143",20190
"514US159",80200
"514US175",80100
"514US211",130020
"514US280",100030
"514US291",80170
"514US300",90330
"514US334",30010
"514US386",20110
"514US419",10160
"514US476",30020
"514US499",10180
"514US527",120010
"514US549",100120
"514US645",100030
"514US669",10510
"514US673",110020
"514US695",10420
"514US725",20210
"514US749",40060
"514US765",20040
"514US779",100130
"514US927",10050
"514US938",80160
"515US1",110020
"515US29",10350
"515US39",10020
"515US50",10360
"515US70",20050
"515US177",20240
"515US189",80060
"515US200",20070
"515US277",90320
"515US291",80050
"515US304",90380
"515US323",120010
"515US347",80070
"515US389",10170
"515US417",90120
"515US450",20160
"515US472",40040
"515US506",10190
"515US528",80050
"515US557",30150
"515US582",90010
"515US593",10520
"515US618",60020
"515US646",50010
"515US687",80130
"515US737",90240
"515US753",30170
"515US819",30170
"515US900",20090
"515US951",10130
"516US10",10130
"516US16",80030
"516US22",110010
"516US29",10370
"516US59",80030
"516US85",70170
"516US99",10020
"516US124",90330
"516US137",10440
"516US152",70190
"516US163",90510
"516US193",90510
"516US199",80050
"516US217",80050
"516US235",120010
"516US264",80070
"516US284",10510
"516US297",20360
"516US299",90330
"516US325",80100
"516US349",80090
"516US367",90090
"516US400",80070
"516US417",80060
"516US442",40070
"516US474",100030
"516US479",90290
"516US489",80090
"517US1",20090
"517US25",100030
"517US44",100120
"517US186",20020
"517US292",10400
"517US308",20060
"517US314",10020
"517US345",10020
"517US348",40010
"517US370",10580
"517US392",70100
"517US416",10370
"517US456",10160
"517US484",30020
"517US535",120030
"517US544",90280
"517US559",80080
"517US620",50010
"517US654",90110
"517US681",100030
"517US690",10050
"517US706",90340
"517US735",90120
"517US748",20240
"517US781",70100
"517US793",40020
"517US806",10060
"517US820",10320
"517US830",80070
"517US843",120010
"517US882",80090
"517US899",20090
"517US952",20090
"518US1",90110
"518US37",40010
"518US81",10560
"518US120",10560
"518US137",50020
"518US149",90130
"518US152",10020
"518US187",80060
"518US231",80010
"518US267",10170
"518US322",10580
"518US343",40040
"518US415",90330
"518US470",100020
"518US515",20130
"518US604",30140
"518US651",10020
"518US668",30010
"518US712",30010
"518US727",30010
"518US839",80060
"518US938",10060
"519US2",10020
"519US33",10060
"519US54",90380
"519US61",90320
"519US79",120010
"519US102",20350
"519US145",90040
"519US148",10560
"519US172",10330
"519US202",20060
"519US213",80070
"519US234",40070
"519US248",80050
"519US278",80100
"519US316",100030
"519US337",20060
"519US347",120010
"519US355",50040
"519US357",50020
"519US408",10060
"519US425",80060
"519US433",10180
"519US452",70040
"519US465",80120
"520US1",10560
"520US17",80180
"520US43",90130
"520US93",120020
"520US143",40040
"520US154",90280
"520US180",30010
"520US259",10380
"520US273",20020
"520US305",50010
"520US329",90290
"520US351",20030
"520US385",10050
"520US397",20400
"520US438",20160
"520US461",10370
"520US471",20020
"520US510",80090
"520US518",10020
"520US548",80070
"520US564",80100
"520US641",20400
"520US651",20230
"520US670",10370
"520US681",80060
"520US725",40070
"520US751",10560
"520US781",20400
"520US806",100030
"520US821",90320
"520US833",100030
"520US875",80070
"520US899",10160
"520US911",100030
"520US924",40030
"520US939",80070
"520US953",80030
"521US1",100040
"521US74",20020
"521US121",80050
"521US151",10040
"521US179",10350
"521US203",30180
"521US261",100080
"521US320",10020
"521US346",40010
"521US399",20400
"521US424",80050
"521US457",30020
"521US507",30160
"521US567",20090
"521US591",90110
"521US642",80120
"521US702",50030
"521US793",50030
"521US811",90240
"521US844",30200
"521US898",100120
"522US3",80010
"522US23",10450
"522US52",10570
"522US67",20010
"522US75",90380
"522US87",10020
"522US93",10170
"522US118",20400
"522US136",90110
"522US156",90410
"522US192",80090
"522US222",110030
"522US252",90150
"522US262",40030
"522US269",10130
"522US287",80100
"522US329",20160
"522US359",70100
"522US398",10420
"522US422",20060
"522US448",90120
"522US470",90090
"522US479",80170
"522US520",20160
"523US1",90130
"523US26",90320
"523US44",80060
"523US57",80030
"523US65",10050
"523US75",20140
"523US135",80190
"523US155",10570
"523US185",10270
"523US208",90330
"523US213",80030
"523US224",10170
"523US272",40040
"523US296",90260
"523US303",10270
"523US340",80190
"523US360",120010
"523US371",10020
"523US382",120010
"523US392",20040
"523US410",80170
"523US420",20200
"523US491",90320
"523US511",10510
"523US517",120030
"523US538",10020
"523US574",20400
"523US614",10020
"523US637",10020
"523US653",90320
"523US666",30010
"523US696",20160
"523US726",90250
"523US740",90250
"523US751",20160
"523US767",110010
"523US833",80060
"523US866",70010
"524US1",90140
"524US11",90280
"524US38",90320
"524US51",80130
"524US74",80090
"524US88",10130
"524US103",20160
"524US116",80070
"524US125",10440
"524US151",10320
"524US156",40070
"524US184",10440
"524US206",20210
"524US214",100030
"524US236",10020
"524US266",90380
"524US274",20130
"524US308",10440
"524US321",10140
"524US357",10050
"524US381",90320
"524US399",10160
"524US417",130020
"524US498",40070
"524US569",30010
"524US624",20210
"524US666",10110
"524US721",10170
"524US742",20140
"524US775",20140
"525US33",70030
"525US55",80180
"525US70",70010
"525US83",10050
"525US113",10060
"525US121",20400
"525US128",80010
"525US155",80050
"525US182",30010
"525US234",40020
"525US255",80060
"525US266",20020
"525US299",100030
"525US316",130020
"525US366",80340
"525US432",80090
"525US449",90120
"525US459",20130
"525US471",20110
"526US1",10570
"526US23",10370
"526US32",100110
"526US40",40010
"526US66",20210
"526US86",70070
"526US137",90110
"526US160",80100
"526US172",20150
"526US227",10570
"526US275",90140
"526US286",80060
"526US295",10060
"526US314",10090
"526US344",90500
"526US358",80090
"526US380",90120
"526US415",20110
"526US434",80030
"526US473",20150
"526US489",20220
"526US529",90330
"526US541",20090
"526US559",10060
"526US574",90320
"526US603",10050
"526US629",20130
"526US687",40070
"526US756",80010
"526US813",10510
"526US838",10020
"526US865",80130
"527US1",10220
"527US41",40010
"527US116",10270
"527US150",90120
"527US173",30020
"527US198",90380
"527US212",20400
"527US229",70170
"527US263",10020
"527US308",90320
"527US343",60010
"527US373",10130
"527US423",100060
"527US471",20210
"527US526",20400
"527US555",20210
"527US581",20210
"527US627",100120
"527US666",100120
"527US706",100120
"527US815",90110
"528US167",90240
"528US23",90190
"528US32",30020
"528US49",120010
"528US62",100120
"528US110",10350
"528US119",10050
"528US141",100120
"528US152",10120
"528US225",10130
"528US250",20010
"528US259",20320
"528US304",10370
"528US320",20020
"528US377",30140
"528US431",120010
"528US440",80040
"528US458",80100
"528US470",10120
"528US495",20010
"528US549",90480
"529US1",90400
"529US53",10570
"529US61",10090
"529US89",100030
"529US120",80170
"529US193",90140
"529US205",80200
"529US217",30010
"529US244",10180
"529US266",10050
"529US277",30190
"529US334",10050
"529US344",100020
"529US362",10020
"529US420",10020
"529US446",10020
"529US460",40020
"529US473",10020
"529US494",10570
"529US513",10600
"529US576",70040
"529US598",100120
"529US667",20190
"529US694",10560
"529US753",10570
"529US765",90220
"529US803",30010
"529US848",10570
"529US861",100030
"530US1",80030
"530US15",80030
"530US27",10090
"530US57",50010
"530US103",90120
"530US120",10440
"530US133",20060
"530US156",10020
"530US211",80090
"530US238",80090
"530US255",10390
"530US290",30170
"530US327",10600
